record - header - datestamp,record - metadata - oai_dc:dc - dc:identifier,record - metadata - oai_dc:dc - dc:source,record - metadata - oai_dc:dc - dc:language,record - metadata - oai_dc:dc - dc:title - xml:lang,record - metadata - oai_dc:dc - dc:title,record - metadata - oai_dc:dc - dc:format,record - metadata - oai_dc:dc - dc:subject - xml:lang,record - metadata - oai_dc:dc - dc:subject,record - metadata - oai_dc:dc - dc:publisher,record - metadata - oai_dc:dc - dc:type,record - metadata - oai_dc:dc - dc:creator,record - metadata - oai_dc:dc - dc:coverage,record - metadata - oai_dc:dc - dc:description,record - metadata - oai_dc:dc - dc:description - xml:lang,record - metadata - oai_dc:dc - dc:rights,record - metadata - oai_dc:dc - dc:relation,record - header - identifier
,http://hdl.handle.net/10932/00-0332-CDB7-A6FA-4A01-9,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00569.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00569.cmdi
,http://hdl.handle.net/10932/00-0332-CDB7-C97A-4B01-0,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00570.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00570.cmdi
,http://hdl.handle.net/10932/00-0332-CDB7-F9EA-4C01-8,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00571.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00571.cmdi
,http://hdl.handle.net/10932/00-0332-CDB8-239A-4D01-C,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00572.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00572.cmdi
,http://hdl.handle.net/10932/00-0332-CDB8-672A-4E01-6,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00573.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00573.cmdi
,http://hdl.handle.net/10932/00-0332-CDB8-872A-4F01-E,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00574.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00574.cmdi
,http://hdl.handle.net/10932/00-0332-CDB8-AD9A-5001-D,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00575.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00575.cmdi
,http://hdl.handle.net/10932/00-0332-CDB8-D3DA-5101-F,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00576.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00576.cmdi
,http://hdl.handle.net/10932/00-0332-CDB8-FA5A-5201-4,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00577.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00577.cmdi
,http://hdl.handle.net/10932/00-0332-CDB9-1E4A-5301-2,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00578.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00578.cmdi
,http://hdl.handle.net/10932/00-0332-CDBA-00FA-5401-5,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00579.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00579.cmdi
,http://hdl.handle.net/10932/00-0332-CDBA-22DA-5501-7,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00580.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00580.cmdi
,http://hdl.handle.net/10932/00-0332-CDBA-4D7A-5601-1,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00581.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00581.cmdi
,http://hdl.handle.net/10932/00-0332-CDBA-812A-5701-0,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00582.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00582.cmdi
,http://hdl.handle.net/10932/00-0332-CDBA-A74A-5801-5,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00583.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00583.cmdi
,http://hdl.handle.net/10932/00-0332-CDBA-D46A-5901-B,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00584.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00584.cmdi
,http://hdl.handle.net/10932/00-0332-CDBA-FA5A-5A01-2,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00585.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00585.cmdi
,http://hdl.handle.net/10932/00-0332-CDBB-276A-5B01-B,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00586.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00586.cmdi
,http://hdl.handle.net/10932/00-0332-CDBB-521A-5C01-1,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00597.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00597.cmdi
,http://hdl.handle.net/10932/00-0332-CDBE-C0CA-6701-7,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00598.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00598.cmdi
,http://hdl.handle.net/10932/00-0332-CDBF-00CA-6801-9,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00599.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00599.cmdi
,http://hdl.handle.net/10932/00-0332-CDBF-F41A-6901-C,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00600.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00600.cmdi
,http://hdl.handle.net/10932/00-0332-CDC0-40EA-6A01-8,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00601.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00601.cmdi
,http://hdl.handle.net/10932/00-0332-CDC0-73AA-6B01-B,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00602.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00602.cmdi
,http://hdl.handle.net/10932/00-0332-CDC0-B9EA-6C01-8,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00603.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00603.cmdi
,http://hdl.handle.net/10932/00-0332-CDC1-0DAA-6D01-C,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00604.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00604.cmdi
,http://hdl.handle.net/10932/00-0332-CDC1-5A6A-6E01-8,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00605.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00605.cmdi
,http://hdl.handle.net/10932/00-0332-CDC1-88FA-6F01-6,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00606.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00606.cmdi
,http://hdl.handle.net/10932/00-0332-CDC1-DA3A-7001-9,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00607.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00607.cmdi
,http://hdl.handle.net/10932/00-0332-CDC2-26FA-7101-E,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00608.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00608.cmdi
,http://hdl.handle.net/10932/00-0332-CDC2-5BEA-7201-B,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00609.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00609.cmdi
,http://hdl.handle.net/10932/00-0332-CDC2-7AFA-7301-5,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00610.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00610.cmdi
,http://hdl.handle.net/10932/00-0332-CDC2-A0CA-7401-7,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00611.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00611.cmdi
,http://hdl.handle.net/10932/00-0332-CDC2-C14A-7501-F,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00612.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00612.cmdi
,http://hdl.handle.net/10932/00-0332-CDC3-B3AA-7601-B,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00613.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00613.cmdi
,http://hdl.handle.net/10932/00-0332-CDC4-93FA-7701-6,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00614.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00614.cmdi
,http://hdl.handle.net/10932/00-0332-CDC4-C31A-7801-A,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00615.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00615.cmdi
,http://hdl.handle.net/10932/00-0332-CDC5-A0BA-7901-C,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00616.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00616.cmdi
,http://hdl.handle.net/10932/00-0332-CDC5-E51A-7A01-8,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00587.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00587.cmdi
,http://hdl.handle.net/10932/00-0332-CDBB-71EA-5D01-2,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00588.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00588.cmdi
,http://hdl.handle.net/10932/00-0332-CDBB-99BA-5E01-F,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00589.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00589.cmdi
,http://hdl.handle.net/10932/00-0332-CDBB-CD0A-5F01-B,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00590.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00590.cmdi
,http://hdl.handle.net/10932/00-0332-CDBC-003A-6001-D,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00591.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00591.cmdi
,http://hdl.handle.net/10932/00-0332-CDBC-587A-6101-E,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00592.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00592.cmdi
,http://hdl.handle.net/10932/00-0332-CDBC-8D0A-6201-6,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00593.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00593.cmdi
,http://hdl.handle.net/10932/00-0332-CDBC-E6FA-6301-6,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00594.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00594.cmdi
,http://hdl.handle.net/10932/00-0332-CDBD-40EA-6401-F,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00595.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00595.cmdi
,http://hdl.handle.net/10932/00-0332-CDBD-7EEA-6501-E,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00596.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00596.cmdi
,http://hdl.handle.net/10932/00-0332-CDBD-C76A-6601-6,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00617.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00617.cmdi
,http://hdl.handle.net/10932/00-0332-CDC6-3A5A-7B01-7,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00618.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00618.cmdi
,http://hdl.handle.net/10932/00-0332-CDC6-88AA-7C01-5,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00619.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00619.cmdi
,http://hdl.handle.net/10932/00-0332-CDC6-B7BA-7D01-F,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00620.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00620.cmdi
,http://hdl.handle.net/10932/00-0332-CDC6-DAEA-7E01-4,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00621.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00621.cmdi
,http://hdl.handle.net/10932/00-0332-CDC7-00DA-7F01-9,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00622.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00622.cmdi
,http://hdl.handle.net/10932/00-0332-CDC7-3AFA-8001-0,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00623.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00623.cmdi
,http://hdl.handle.net/10932/00-0332-CDC7-786A-8101-9,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00624.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00624.cmdi
,http://hdl.handle.net/10932/00-0332-CDC7-ADEA-8201-C,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00625.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00625.cmdi
,http://hdl.handle.net/10932/00-0332-CDC8-00DA-8301-0,,,,,,,,,,,,,,,,
2021-01-12T16:51:21Z,clarin-ids:zw--2.ZW--_E_00626.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00626.cmdi
,http://hdl.handle.net/10932/00-0332-CDC8-4FDA-8401-3,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00637.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00637.cmdi
,http://hdl.handle.net/10932/00-0332-CDCB-272A-8F01-5,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00638.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00638.cmdi
,http://hdl.handle.net/10932/00-0332-CDCB-957A-9001-0,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00639.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00639.cmdi
,http://hdl.handle.net/10932/00-0332-CDCB-C6DA-9101-2,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00640.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00640.cmdi
,http://hdl.handle.net/10932/00-0332-CDCB-F6AA-9201-3,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00641.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00641.cmdi
,http://hdl.handle.net/10932/00-0332-CDCC-F35A-9301-6,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00642.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00642.cmdi
,http://hdl.handle.net/10932/00-0332-CDCD-35DA-9401-8,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00643.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00643.cmdi
,http://hdl.handle.net/10932/00-0332-CDCD-737A-9501-4,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00644.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00644.cmdi
,http://hdl.handle.net/10932/00-0332-CDCD-B39A-9601-0,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00645.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00645.cmdi
,http://hdl.handle.net/10932/00-0332-CDCD-EE4A-9701-7,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00646.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00646.cmdi
,http://hdl.handle.net/10932/00-0332-CDCE-40CA-9801-7,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00647.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00647.cmdi
,http://hdl.handle.net/10932/00-0332-CDCE-684A-9901-B,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00648.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00648.cmdi
,http://hdl.handle.net/10932/00-0332-CDCE-879A-9A01-2,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00649.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00649.cmdi
,http://hdl.handle.net/10932/00-0332-CDCE-C7BA-9B01-7,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00650.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00650.cmdi
,http://hdl.handle.net/10932/00-0332-CDCF-05AA-9C01-F,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00651.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00651.cmdi
,http://hdl.handle.net/10932/00-0332-CDCF-412A-9D01-D,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00652.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00652.cmdi
,http://hdl.handle.net/10932/00-0332-CDCF-66EA-9E01-1,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00653.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00653.cmdi
,http://hdl.handle.net/10932/00-0332-CDCF-872A-9F01-0,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00654.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00654.cmdi
,http://hdl.handle.net/10932/00-0332-CDCF-A92A-A001-D,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00655.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00655.cmdi
,http://hdl.handle.net/10932/00-0332-CDCF-C8CA-A101-5,,,,,,,,,,,,,,,,
2021-01-12T16:51:22Z,clarin-ids:zw--2.ZW--_E_00656.cmdi,,,deu,Schallaufnahmen aller deutschen Mundarten,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw--2.ZW--_E_00656.cmdi
,http://hdl.handle.net/10932/00-0332-CDCF-EDAA-A201-2,,,,,,,,,,,,,,,,
