record - header - datestamp,record - metadata - oai_dc:dc - dc:identifier,record - metadata - oai_dc:dc - dc:source,record - metadata - oai_dc:dc - dc:language,record - metadata - oai_dc:dc - dc:title - xml:lang,record - metadata - oai_dc:dc - dc:title,record - metadata - oai_dc:dc - dc:format,record - metadata - oai_dc:dc - dc:subject - xml:lang,record - metadata - oai_dc:dc - dc:subject,record - metadata - oai_dc:dc - dc:publisher,record - metadata - oai_dc:dc - dc:type,record - metadata - oai_dc:dc - dc:creator,record - metadata - oai_dc:dc - dc:coverage,record - metadata - oai_dc:dc - dc:description,record - metadata - oai_dc:dc - dc:description - xml:lang,record - metadata - oai_dc:dc - dc:rights,record - metadata - oai_dc:dc - dc:relation,record - header - identifier
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_038.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_038.cmdi
,GEWISS_T_PG_UK_038.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_039.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_039.cmdi
,GEWISS_T_PG_UK_039.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_020.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_020.cmdi
,GEWISS_T_PG_UK_020.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_021.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_021.cmdi
,GEWISS_T_PG_UK_021.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_022.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_022.cmdi
,GEWISS_T_PG_UK_022.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_023.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_023.cmdi
,GEWISS_T_PG_UK_023.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_024.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_024.cmdi
,GEWISS_T_PG_UK_024.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_025.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_025.cmdi
,GEWISS_T_PG_UK_025.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_026.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_026.cmdi
,GEWISS_T_PG_UK_026.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_027.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_027.cmdi
,GEWISS_T_PG_UK_027.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_028.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_028.cmdi
,GEWISS_T_PG_UK_028.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_029.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_029.cmdi
,GEWISS_T_PG_UK_029.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_040.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_040.cmdi
,GEWISS_T_PG_UK_040.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_041.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_041.cmdi
,GEWISS_T_PG_UK_041.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_042.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_042.cmdi
,GEWISS_T_PG_UK_042.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_043.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_043.cmdi
,GEWISS_T_PG_UK_043.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_044.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_044.cmdi
,GEWISS_T_PG_UK_044.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_045.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_045.cmdi
,GEWISS_T_PG_UK_045.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_046.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_046.cmdi
,GEWISS_T_PG_UK_046.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_048.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_048.cmdi
,GEWISS_T_PG_UK_048.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_049.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_049.cmdi
,GEWISS_T_PG_UK_049.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_050.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_050.cmdi
,GEWISS_T_PG_UK_050.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_010.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_010.cmdi
,GEWISS_T_PG_UK_010.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_011.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_011.cmdi
,GEWISS_T_PG_UK_011.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_012.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_012.cmdi
,GEWISS_T_PG_UK_012.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_013.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_013.cmdi
,GEWISS_T_PG_UK_013.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_014.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_014.cmdi
,GEWISS_T_PG_UK_014.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_015.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_015.cmdi
,GEWISS_T_PG_UK_015.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_016.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_016.cmdi
,GEWISS_T_PG_UK_016.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_017.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_017.cmdi
,GEWISS_T_PG_UK_017.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_018.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_018.cmdi
,GEWISS_T_PG_UK_018.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_019.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_019.cmdi
,GEWISS_T_PG_UK_019.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_051.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_051.cmdi
,GEWISS_T_PG_UK_051.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_052.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_052.cmdi
,GEWISS_T_PG_UK_052.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_053.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_053.cmdi
,GEWISS_T_PG_UK_053.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_054.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_054.cmdi
,GEWISS_T_PG_UK_054.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_055.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_055.cmdi
,GEWISS_T_PG_UK_055.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_056.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_056.cmdi
,GEWISS_T_PG_UK_056.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_057.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_057.cmdi
,GEWISS_T_PG_UK_057.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_058.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_058.cmdi
,GEWISS_T_PG_UK_058.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_059.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_059.cmdi
,GEWISS_T_PG_UK_059.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_060.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_060.cmdi
,GEWISS_T_PG_UK_060.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_081.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_081.cmdi
,GEWISS_T_PG_UK_081.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_082.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_082.cmdi
,GEWISS_T_PG_UK_082.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_083.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_083.cmdi
,GEWISS_T_PG_UK_083.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_084.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_084.cmdi
,GEWISS_T_PG_UK_084.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_085.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_085.cmdi
,GEWISS_T_PG_UK_085.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_086.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_086.cmdi
,GEWISS_T_PG_UK_086.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_087.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_087.cmdi
,GEWISS_T_PG_UK_087.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_088.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_088.cmdi
,GEWISS_T_PG_UK_088.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_089.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_089.cmdi
,GEWISS_T_PG_UK_089.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:49:59Z,clarin-ids:gewiss.GEWISS_T_PG_UK_090.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_090.cmdi
,GEWISS_T_PG_UK_090.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_061.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_061.cmdi
,GEWISS_T_PG_UK_061.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_062.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_062.cmdi
,GEWISS_T_PG_UK_062.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_063.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_063.cmdi
,GEWISS_T_PG_UK_063.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_064.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_064.cmdi
,GEWISS_T_PG_UK_064.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_065.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_065.cmdi
,GEWISS_T_PG_UK_065.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_066.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_066.cmdi
,GEWISS_T_PG_UK_066.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_067.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_067.cmdi
,GEWISS_T_PG_UK_067.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_068.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_068.cmdi
,GEWISS_T_PG_UK_068.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_069.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_069.cmdi
,GEWISS_T_PG_UK_069.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_070.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_070.cmdi
,GEWISS_T_PG_UK_070.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_BG_039.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_BG_039.cmdi
,GEWISS_T_SV_BG_039.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_BG_041.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_BG_041.cmdi
,GEWISS_T_SV_BG_041.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_DE_010.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_DE_010.cmdi
,GEWISS_T_SV_DE_010.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_DE_014.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_DE_014.cmdi
,GEWISS_T_SV_DE_014.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_DE_016.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_DE_016.cmdi
,GEWISS_T_SV_DE_016.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_DE_021.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_DE_021.cmdi
,GEWISS_T_SV_DE_021.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_DE_022.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_DE_022.cmdi
,GEWISS_T_SV_DE_022.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_DE_023.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_DE_023.cmdi
,GEWISS_T_SV_DE_023.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_DE_033.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_DE_033.cmdi
,GEWISS_T_SV_DE_033.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_DE_035.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_DE_035.cmdi
,GEWISS_T_SV_DE_035.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_071.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_071.cmdi
,GEWISS_T_PG_UK_071.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_072.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_072.cmdi
,GEWISS_T_PG_UK_072.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_073.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_073.cmdi
,GEWISS_T_PG_UK_073.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_074.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_074.cmdi
,GEWISS_T_PG_UK_074.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_075.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_075.cmdi
,GEWISS_T_PG_UK_075.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_076.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_076.cmdi
,GEWISS_T_PG_UK_076.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_077.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_077.cmdi
,GEWISS_T_PG_UK_077.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_078.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_078.cmdi
,GEWISS_T_PG_UK_078.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_079.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_079.cmdi
,GEWISS_T_PG_UK_079.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_080.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_080.cmdi
,GEWISS_T_PG_UK_080.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_091.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_091.cmdi
,GEWISS_T_PG_UK_091.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_PG_UK_092.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_PG_UK_092.cmdi
,GEWISS_T_PG_UK_092.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_BG_030.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_BG_030.cmdi
,GEWISS_T_SV_BG_030.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_BG_031.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_BG_031.cmdi
,GEWISS_T_SV_BG_031.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_BG_032.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_BG_032.cmdi
,GEWISS_T_SV_BG_032.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_BG_033.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_BG_033.cmdi
,GEWISS_T_SV_BG_033.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_BG_034.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_BG_034.cmdi
,GEWISS_T_SV_BG_034.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_BG_035.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_BG_035.cmdi
,GEWISS_T_SV_BG_035.cmdi,,,,,,,,,,,,,,,,
2021-01-12T16:50:00Z,clarin-ids:gewiss.GEWISS_T_SV_BG_036.cmdi,,,,,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_T_SV_BG_036.cmdi
