datestamp,relation,type,type - dcmi recommendation,title,creator,language,identifier,format,format - mediatype,format - subtype,date,description,source,publisher,rights,contributor,subject,record id,record - header - setSpec
2024-04-17T17:46:10Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/11022000000008F185,written corpus,text,Englisches Nachrichten-Teilkorpus von 2013 (eng_news_2013_1M),,eng,11022/0000-0000-8F18-5,text/plain,text,plain,2013-01-01/2013-12-31,"Englisches Nachrichten-Teilkorpus basierend auf Texten von 2013 (1.000.000 Sätze) erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-11022000000008F185,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=eng_news_2013_1M,,,English news subcorpus from 2013 (eng_news_2013_1M),,,,,,,,"English news subcorpus based on material from 2013 (1,000,000 sentences) created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/11022000000008F185/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/11022000000008F185/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:47:05Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C65C3,written corpus,text,Arabisches Nachrichten-Korpus (Vereinigte Arabische Emirate) von 2018 (ara-ae_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C65C-3,text/plain,text,plain,2018-03-06/2018-03-08,"Arabisches Nachrichten-Korpus (Vereinigte Arabische Emirate) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C65C3,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-ae_newscrawl-OSIAN_2018,,,Arabic news corpus (United Arab Emirates) from 2018 (ara-ae_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (United Arab Emirates) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C65C3/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C65C3/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:50:17Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6649,written corpus,text,Arabisches Nachrichten-Korpus (Australien) von 2018 (ara-au_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C664-9,text/plain,text,plain,2018-03-06/2018-03-06,"Arabisches Nachrichten-Korpus (Australien) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6649,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-au_newscrawl-OSIAN_2018,,,Arabic news corpus (Australia) from 2018 (ara-au_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Australia) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6649/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6649/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:52:34Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C66A3,written corpus,text,Arabisches Nachrichten-Korpus (Kanada) von 2018 (ara-ca_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C66A-3,text/plain,text,plain,2018-03-06/2018-03-08,"Arabisches Nachrichten-Korpus (Kanada) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C66A3,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-ca_newscrawl-OSIAN_2018,,,Arabic news corpus (Canada) from 2018 (ara-ca_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Canada) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C66A3/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C66A3/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:42:02Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C670B,written corpus,text,Arabisches Nachrichten-Korpus (Volksrepublik China) von 2018 (ara-cn_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C670-B,text/plain,text,plain,2018-03-06/2018-03-06,"Arabisches Nachrichten-Korpus (Volksrepublik China) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C670B,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-cn_newscrawl-OSIAN_2018,,,Arabic news corpus (People’s Republic of China) from 2018 (ara-cn_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (People’s Republic of China) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C670B/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C670B/words,,,,,,,,,,,,,,,,,,
2024-04-17T18:14:30Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6765,written corpus,text,Arabisches Nachrichten-Korpus von 2018 (ara-com_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C676-5,text/plain,text,plain,2018-03-06/2018-03-13,"Arabisches Nachrichten-Korpus basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6765,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-com_newscrawl-OSIAN_2018,,,Arabic news corpus from 2018 (ara-com_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6765/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6765/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:42:57Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C67CF,written corpus,text,Arabisches Nachrichten-Korpus (Deutschland) von 2018 (ara-de_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C67C-F,text/plain,text,plain,2018-03-06/2018-03-14,"Arabisches Nachrichten-Korpus (Deutschland) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C67CF,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-de_newscrawl-OSIAN_2018,,,Arabic news corpus (Germany) from 2018 (ara-de_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Germany) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C67CF/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C67CF/words,,,,,,,,,,,,,,,,,,
2024-04-17T18:09:02Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6826,written corpus,text,Arabisches Nachrichten-Korpus (Ägypten) von 2018 (ara-eg_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C682-6,text/plain,text,plain,2018-03-06/2018-03-21,"Arabisches Nachrichten-Korpus (Ägypten) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6826,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-eg_newscrawl-OSIAN_2018,,,Arabic news corpus (Egypt) from 2018 (ara-eg_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Egypt) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6826/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6826/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:45:15Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6880,written corpus,text,Arabisches Nachrichten-Korpus (Frankreich) von 2018 (ara-fr_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C688-0,text/plain,text,plain,2018-03-06/2018-03-08,"Arabisches Nachrichten-Korpus (Frankreich) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6880,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-fr_newscrawl-OSIAN_2018,,,Arabic news corpus (France) from 2018 (ara-fr_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (France) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6880/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6880/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:46:37Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C68EA,written corpus,text,ara-international_newscrawl-OSIAN_2018,,ara,11022/0000-0007-C68E-A,text/plain,text,plain,2018-03-06/2018-03-21,"ara-international_newscrawl-OSIAN_2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C68EA,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-international_newscrawl-OSIAN_2018,,,,,,,,,,,"ara-international_newscrawl-OSIAN_2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C68EA/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C68EA/words,,,,,,,,,,,,,,,,,,
2024-04-17T18:08:07Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C697F,written corpus,text,Arabisches Nachrichten-Korpus (Algerien) von 2018 (ara-dz_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C697-F,text/plain,text,plain,2018-03-06/2018-03-21,"Arabisches Nachrichten-Korpus (Algerien) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C697F,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-dz_newscrawl-OSIAN_2018,,,Arabic news corpus (Algeria) from 2018 (ara-dz_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Algeria) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C697F/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C697F/words,,,,,,,,,,,,,,,,,,
2024-04-17T18:04:27Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C69D9,written corpus,text,Arabisches Nachrichten-Korpus (Irak) von 2018 (ara-iq_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C69D-9,text/plain,text,plain,2018-03-06/2018-03-10,"Arabisches Nachrichten-Korpus (Irak) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C69D9,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-iq_newscrawl-OSIAN_2018,,,Arabic news corpus (Iraq) from 2018 (ara-iq_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Iraq) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C69D9/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C69D9/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:57:09Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6A40,written corpus,text,Arabisches Nachrichten-Korpus (Iran) von 2018 (ara-ir_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C6A4-0,text/plain,text,plain,2018-03-06/2018-03-21,"Arabisches Nachrichten-Korpus (Iran) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6A40,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-ir_newscrawl-OSIAN_2018,,,Arabic news corpus (Iran) from 2018 (ara-ir_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Iran) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6A40/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6A40/words,,,,,,,,,,,,,,,,,,
